x_m,y_m,z_m,cell_volume_m3,U_x_m_per_s,U_y_m_per_s,U_z_m_per_s,T_K,p_m2_per_s2,p_rgh_m2_per_s2,k_m2_per_s2,epsilon_m2_per_s3,nut_m2_per_s,alphat_m2_per_s
4.25,4.25,9.25,0.125,-0.00398936,-0.0116696,0.00645869,300.7,-39.1618,2.44315,0.000102711,1.26791e-06,0.000748838,0.000880935
4.75,4.25,9.25,0.125,-0.00164777,-0.0105875,0.00437689,300.7,-39.1618,2.44322,8.64359e-05,1.02212e-06,0.000657852,0.000773895
5.25,4.25,9.25,0.125,0.00173827,-0.0105901,0.00436062,300.7,-39.1618,2.44322,8.62018e-05,1.01826e-06,0.000656778,0.000772665
5.75,4.25,9.25,0.125,0.00406225,-0.0116688,0.00642633,300.7,-39.1618,2.44314,0.000102252,1.26045e-06,0.000746558,0.000878305
6.25,4.25,9.25,0.125,0.00708186,-0.0115636,0.00708924,300.7,-39.1617,2.4432,0.000111349,1.39038e-06,0.000802562,0.000944206
6.75,4.25,9.25,0.125,0.00975279,-0.0115447,0.00710767,300.699,-39.1617,2.44336,0.000114941,1.43721e-06,0.00082732,0.000973336
7.25,4.25,9.25,0.125,0.0118615,-0.0116781,0.0066989,300.697,-39.1617,2.44359,0.000114917,1.42855e-06,0.000831983,0.000978816
7.75,4.25,9.25,0.125,0.0132321,-0.0123228,0.00603933,300.695,-39.1616,2.44392,0.000112468,1.38841e-06,0.000819947,0.000964648
8.25,4.25,9.25,0.125,0.0127931,-0.0137497,0.00513905,300.693,-39.1615,2.44436,0.000106948,1.31814e-06,0.000780962,0.000918773
8.75,4.25,9.25,0.125,0.0114518,-0.0164262,0.00468942,300.689,-39.1613,2.44503,0.000100124,1.24609e-06,0.000724045,0.000851806
9.25,4.25,9.25,0.125,0.00564174,-0.0211195,0.00564754,300.683,-39.1612,2.4459,9.09571e-05,1.14949e-06,0.000647755,0.000762052
9.75,4.25,9.25,0.125,0.00526397,-0.0293477,0.0100284,300.675,-39.1608,2.44724,7.70572e-05,1.08432e-06,0.000492848,0.000579818
0.25,4.75,9.25,0.125,-0.0123445,-0.0165204,0.0186599,300.67,-44.0556,2.44821,8.43315e-05,1.24144e-06,0.000515582,0.000606557
0.75,4.75,9.25,0.125,-0.0192372,-0.00961203,0.0193408,300.678,-44.0559,2.44687,9.78342e-05,1.55126e-06,0.000555316,0.000653306
1.25,4.75,9.25,0.125,-0.0258904,-0.00635584,0.0219656,300.684,-44.056,2.44594,0.000109805,1.84452e-06,0.000588303,0.000692115
1.75,4.75,9.25,0.125,-0.0276084,-0.00443198,0.0247271,300.689,-44.056,2.44514,0.000119486,2.09376e-06,0.000613686,0.000721978
2.25,4.75,9.25,0.125,-0.0275859,-0.00302974,0.027598,300.694,-44.0561,2.44448,0.000127675,2.31267e-06,0.000634369,0.000746311
2.75,4.75,9.25,0.125,-0.0254794,-0.00182099,0.0303595,300.698,-44.056,2.44391,0.000134228,2.49298e-06,0.000650449,0.000765228
3.25,4.75,9.25,0.125,-0.0219264,-0.000507361,0.0328078,300.702,-44.056,2.44343,0.000138937,2.62528e-06,0.000661764,0.000778539
3.75,4.75,9.25,0.125,-0.017058,0.00100079,0.0346941,300.705,-44.0559,2.44306,0.000141049,2.68536e-06,0.000666779,0.000784439
4.25,4.75,9.25,0.125,-0.0105723,0.00258181,0.0354316,300.706,-44.0559,2.44289,0.000139266,2.63458e-06,0.000662551,0.000779467
4.75,4.75,9.25,0.125,-0.00486485,0.004356,0.0330163,300.705,-44.056,2.44298,0.000131523,2.41796e-06,0.000643866,0.000757487
5.25,4.75,9.25,0.125,0.00493366,0.00434784,0.032963,300.705,-44.056,2.44298,0.000131167,2.40835e-06,0.000642945,0.000756424
5.75,4.75,9.25,0.125,0.0106171,0.00258479,0.0353643,300.706,-44.0559,2.44289,0.000138816,2.62205e-06,0.000661423,0.000778164
6.25,4.75,9.25,0.125,0.0170916,0.00101359,0.0346287,300.705,-44.0559,2.44306,0.000140597,2.67269e-06,0.00066565,0.000783139
6.75,4.75,9.25,0.125,0.0219492,-0.000490153,0.0327429,300.702,-44.056,2.44342,0.000138495,2.61297e-06,0.000660654,0.000777263
7.25,4.75,9.25,0.125,0.0254947,-0.00180232,0.0302936,300.698,-44.056,2.44389,0.000133793,2.48103e-06,0.000649345,0.000763957
7.75,4.75,9.25,0.125,0.0275953,-0.00301007,0.027529,300.694,-44.0561,2.44447,0.000127245,2.30111e-06,0.000633262,0.000745033
8.25,4.75,9.25,0.125,0.0276159,-0.004409,0.0246534,300.689,-44.0561,2.44512,0.000119068,2.08289e-06,0.000612586,0.000720705
8.75,4.75,9.25,0.125,0.0258959,-0.00633075,0.021885,300.684,-44.056,2.44593,0.000109408,1.83459e-06,0.000587221,0.00069086
9.25,4.75,9.25,0.125,0.0192455,-0.00958601,0.01925,300.678,-44.0559,2.44686,9.74656e-05,1.54253e-06,0.000554258,0.000652075
9.75,4.75,9.25,0.125,0.0123451,-0.0164946,0.0185384,300.67,-44.0556,2.4482,8.39855e-05,1.23382e-06,0.000514516,0.000605314
0.25,0.25,9.75,0.125,0.010181,-0.0276256,-0.0103088,300.664,2.02377e-05,2.44763,5.0097e-05,5.68334e-07,0.000397431,0.000467542
0.75,0.25,9.75,0.125,0.0192249,-0.0166711,-0.00902782,300.665,-0.000362405,2.44725,4.57671e-05,4.96256e-07,0.000379877,0.000446886
1.25,0.25,9.75,0.125,0.0210538,-0.00593123,-0.00743397,300.659,-0.000660127,2.44699,4.00427e-05,4.06109e-07,0.000355342,0.000418016
1.75,0.25,9.75,0.125,0.0109084,0.00497372,-0.00549612,300.643,-0.000543944,2.44722,3.10857e-05,2.77723e-07,0.000313149,0.000368302
2.25,0.25,9.75,0.125,-0.0102604,-0.000884421,-0.000556759,300.589,-0.000416747,2.44775,6.67696e-06,2.76423e-08,0.000145153,0.000170637
2.75,0.25,9.75,0.125,-0.00462806,-0.0021731,0.000116006,300.592,-0.000428668,2.44771,4.59378e-06,1.57627e-08,0.00012049,0.000141386
3.25,0.25,9.75,0.125,-0.00501239,-0.000854462,0.000456477,300.596,-0.000414006,2.4477,3.98211e-06,1.26949e-08,0.000112419,0.000131133
3.75,0.25,9.75,0.125,-0.00308529,-0.00063259,0.000508383,300.596,-0.000412454,2.4477,3.59878e-06,1.10108e-08,0.00010586,0.000125957
4.25,0.25,9.75,0.125,-0.00260125,-0.00107065,0.000895226,300.597,-0.000408706,2.4477,3.51066e-06,1.07364e-08,0.000103315,0.000126167
4.75,0.25,9.75,0.125,-0.000791306,-0.000384583,0.000731053,300.605,-0.000395327,2.44765,3.54433e-06,1.35607e-08,8.33733e-05,0.000169865
5.25,0.25,9.75,0.125,0.00132536,-0.00296367,0.00224148,300.596,-0.000425177,2.44769,4.21639e-06,1.05102e-08,0.000152235,9.46599e-05
5.75,0.25,9.75,0.125,0.00175069,-0.000492273,0.00046479,300.598,-0.000409499,2.44769,3.45879e-06,1.05227e-08,0.00010232,0.000126372
6.25,0.25,9.75,0.125,0.00317642,-0.000575011,0.000477318,300.596,-0.000411948,2.4477,3.54726e-06,1.08312e-08,0.000104557,0.000126128
6.75,0.25,9.75,0.125,0.00496649,-0.00085716,0.000454412,300.596,-0.000413279,2.4477,3.93117e-06,1.25736e-08,0.000110618,0.000132028
7.25,0.25,9.75,0.125,0.0045891,-0.00217136,0.00012957,300.593,-0.000427848,2.44771,4.57708e-06,1.57244e-08,0.000119907,0.000141673
7.75,0.25,9.75,0.125,0.0102046,-0.000943262,-0.00053539,300.589,-0.00041681,2.44775,6.63249e-06,2.73887e-08,0.000144552,0.000170219
8.25,0.25,9.75,0.125,-0.0106454,0.00506993,-0.0053481,300.643,-0.000542271,2.44723,3.07348e-05,2.73062e-07,0.000311346,0.000366247
8.75,0.25,9.75,0.125,-0.0209892,-0.00576261,-0.00732267,300.658,-0.000661557,2.44699,3.97846e-05,4.02172e-07,0.000354209,0.000416678
9.25,0.25,9.75,0.125,-0.0192395,-0.0164727,-0.00891624,300.664,-0.000370743,2.44724,4.55027e-05,4.91944e-07,0.000378793,0.000445604
9.75,0.25,9.75,0.125,-0.0102242,-0.0275507,-0.0102292,300.664,1.43003e-05,2.44763,4.98898e-05,5.64795e-07,0.000396621,0.000466583
0.25,0.75,9.75,0.125,0.00439762,-0.0402036,-0.00439669,300.671,-4.8959,2.4468,5.48616e-05,6.51327e-07,0.000415891,0.000489261
0.75,0.75,9.75,0.125,0.00984356,-0.0238147,-0.00408966,300.675,-4.89609,2.4465,4.95138e-05,5.58447e-07,0.000395106,0.000464806
1.25,0.75,9.75,0.125,0.0132002,-0.00384554,-0.00305348,300.677,-4.89626,2.44631,4.06457e-05,4.15337e-07,0.000357989,0.000421135
1.75,0.75,9.75,0.125,0.0137763,0.0105486,-0.00309694,300.662,-4.8963,2.4466,3.25009e-05,2.96956e-07,0.00032014,0.000376586
2.25,0.75,9.75,0.125,0.00866486,0.00768727,-0.00286135,300.644,-4.89635,2.44693,2.25746e-05,1.71909e-07,0.0002668,0.000313838
2.75,0.75,9.75,0.125,-0.000187646,0.00192133,-0.00148865,300.642,-4.89632,2.44701,1.24422e-05,7.0351e-08,0.000198046,0.000232801
3.25,0.75,9.75,0.125,-0.0060633,-0.00153235,0.000617132,300.643,-4.8963,2.44702,6.63063e-06,2.73085e-08,0.000144895,0.000169295
3.75,0.75,9.75,0.125,-0.00465636,-0.00148321,0.00100813,300.645,-4.89629,2.44699,6.4759e-06,2.63834e-08,0.000143058,0.000167444
4.25,0.75,9.75,0.125,-0.00382715,-0.00105538,0.0014531,300.645,-4.89627,2.44699,6.20058e-06,2.5341e-08,0.000136547,0.000169464
4.75,0.75,9.75,0.125,-0.00113778,-2.62662e-05,0.00163391,300.645,-4.89625,2.44702,6.0564e-06,2.68629e-08,0.00012289,0.000188515
5.25,0.75,9.75,0.125,0.00168739,-0.00203888,0.00209729,300.643,-4.89628,2.44704,6.54416e-06,2.37132e-08,0.00016254,0.000143782
5.75,0.75,9.75,0.125,0.00331373,-0.000699567,0.00138219,300.645,-4.89627,2.44699,6.25352e-06,2.45746e-08,0.000143221,0.000161082
6.25,0.75,9.75,0.125,0.0045917,-0.00142531,0.00096722,300.645,-4.89629,2.44698,6.43951e-06,2.61568e-08,0.00014268,0.000167376
6.75,0.75,9.75,0.125,0.00600253,-0.00154683,0.000601092,300.643,-4.8963,2.44702,6.57697e-06,2.71128e-08,0.000143588,0.000170156
7.25,0.75,9.75,0.125,0.000236307,0.00184466,-0.00146103,300.642,-4.89632,2.44701,1.23091e-05,6.92913e-08,0.000196798,0.000231982
7.75,0.75,9.75,0.125,-0.00863879,0.00767941,-0.00282063,300.644,-4.89635,2.44693,2.2388e-05,1.69799e-07,0.000265668,0.000312561
8.25,0.75,9.75,0.125,-0.0136802,0.0106991,-0.00301992,300.661,-4.89629,2.44661,3.21967e-05,2.92801e-07,0.000318634,0.000374835
8.75,0.75,9.75,0.125,-0.0132543,-0.00331737,-0.00299435,300.677,-4.89626,2.44631,4.02885e-05,4.09861e-07,0.000356426,0.000419293
9.25,0.75,9.75,0.125,-0.00984476,-0.0234682,-0.0040374,300.675,-4.8961,2.44649,4.9188e-05,5.52925e-07,0.000393817,0.000463286
9.75,0.75,9.75,0.125,-0.00438951,-0.0401,-0.00439076,300.671,-4.8959,2.4468,5.46398e-05,6.47364e-07,0.000415061,0.000488281
0.25,1.25,9.75,0.125,0.00221931,-0.0519023,-0.00214743,300.671,-9.79128,2.44655,5.79133e-05,7.06434e-07,0.000427295,0.000502678
0.75,1.25,9.75,0.125,0.00511788,-0.0345413,-0.00275178,300.677,-9.7914,2.44619,5.33975e-05,6.25438e-07,0.000410299,0.000482683
1.25,1.25,9.75,0.125,0.0071914,-0.0146237,-0.00248014,300.682,-9.79154,2.44589,4.44431e-05,4.74901e-07,0.000374324,0.000440358
1.75,1.25,9.75,0.125,0.013868,0.00413779,-0.00232625,300.674,-9.79164,2.44607,3.45627e-05,3.25695e-07,0.000330101,0.000388322
2.25,1.25,9.75,0.125,0.0143739,0.00695917,-0.00259677,300.664,-9.79172,2.44635,2.75215e-05,2.31423e-07,0.000294564,0.0003465
2.75,1.25,9.75,0.125,0.0108615,0.00561833,-0.0022723,300.659,-9.79175,2.44651,2.10815e-05,1.55156e-07,0.000257797,0.00030326
3.25,1.25,9.75,0.125,0.00618461,0.00337486,-0.00212742,300.657,-9.79173,2.4466,1.58773e-05,1.0143e-07,0.000223683,0.000263212
3.75,1.25,9.75,0.125,-0.000504933,-8.55353e-05,-0.000681911,300.657,-9.7917,2.44663,9.55824e-06,4.75589e-08,0.000172889,0.000205176
4.25,1.25,9.75,0.125,-0.00246287,-0.00163901,0.00174861,300.657,-9.79169,2.44663,7.76078e-06,3.45663e-08,0.000156819,0.000183129
4.75,1.25,9.75,0.125,-0.000936423,-0.00148403,0.00315213,300.658,-9.79168,2.44661,8.40903e-06,3.96706e-08,0.000160423,0.000194919
5.25,1.25,9.75,0.125,0.000933997,-0.00227313,0.00318082,300.658,-9.79168,2.4466,8.48639e-06,3.89343e-08,0.000166478,0.000188382
5.75,1.25,9.75,0.125,0.00235589,-0.00167876,0.00171786,300.657,-9.79169,2.44663,7.7253e-06,3.40855e-08,0.000157581,0.000181237
6.25,1.25,9.75,0.125,0.000304208,-6.42286e-05,-0.000737447,300.657,-9.7917,2.44663,9.65507e-06,4.79826e-08,0.000174852,0.000204627
6.75,1.25,9.75,0.125,-0.00626577,0.00333199,-0.00211192,300.657,-9.79173,2.4466,1.58512e-05,1.01173e-07,0.000223513,0.000262953
7.25,1.25,9.75,0.125,-0.0109155,0.005593,-0.00225962,300.659,-9.79175,2.44652,2.09723e-05,1.53975e-07,0.000257089,0.000302519
7.75,1.25,9.75,0.125,-0.0144175,0.0070282,-0.0025852,300.664,-9.79172,2.44636,2.73226e-05,2.28933e-07,0.000293479,0.000345271
8.25,1.25,9.75,0.125,-0.0139633,0.00444997,-0.002313,300.674,-9.79164,2.44608,3.42646e-05,3.21491e-07,0.000328674,0.00038666
8.75,1.25,9.75,0.125,-0.00726546,-0.0141344,-0.0024805,300.682,-9.79154,2.44589,4.40381e-05,4.68412e-07,0.000372625,0.000438358
9.25,1.25,9.75,0.125,-0.00508632,-0.0341759,-0.00273767,300.677,-9.7914,2.44618,5.30572e-05,6.19451e-07,0.000409001,0.000481154
9.75,1.25,9.75,0.125,-0.00218183,-0.0517781,-0.00218081,300.671,-9.79128,2.44654,5.76834e-05,7.02215e-07,0.000426456,0.00050169
0.25,1.75,9.75,0.125,0.00111047,-0.0564483,-0.000994733,300.671,-14.6865,2.44644,5.97892e-05,7.41044e-07,0.000434154,0.000510749
0.75,1.75,9.75,0.125,0.00191787,-0.0394974,-0.00240942,300.678,-14.6866,2.44596,5.66054e-05,6.82646e-07,0.000422438,0.000496965
1.25,1.75,9.75,0.125,0.00109133,-0.0218642,-0.00303995,300.684,-14.6867,2.44555,4.90902e-05,5.51306e-07,0.000393404,0.000462805
1.75,1.75,9.75,0.125,0.00537997,-0.00664544,-0.00413763,300.686,-14.6868,2.44535,3.91191e-05,3.9218e-07,0.000351184,0.000413135
2.25,1.75,9.75,0.125,0.00989623,0.00126874,-0.00432851,300.68,-14.6869,2.44554,3.10282e-05,2.77025e-07,0.000312778,0.000367937
2.75,1.75,9.75,0.125,0.0109281,0.00416754,-0.00390449,300.674,-14.687,2.44585,2.42643e-05,1.91583e-07,0.000276581,0.000325351
3.25,1.75,9.75,0.125,0.00896923,0.00414575,-0.0034743,300.67,-14.687,2.44606,1.91276e-05,1.341e-07,0.000245546,0.000288888
3.75,1.75,9.75,0.125,0.00574617,0.00329557,-0.00268741,300.668,-14.6869,2.44616,1.4428e-05,8.79923e-08,0.000212916,0.000251395
4.25,1.75,9.75,0.125,0.00199823,0.00260972,-0.00145049,300.668,-14.6869,2.44618,1.037e-05,5.33345e-08,0.000181464,0.000211739
4.75,1.75,9.75,0.125,-0.000535286,0.00211896,0.00123303,300.668,-14.6869,2.44619,9.16239e-06,4.43457e-08,0.000170376,0.000198986
5.25,1.75,9.75,0.125,0.000488178,0.00211293,0.00119369,300.668,-14.6869,2.44619,9.11746e-06,4.42096e-08,0.000169229,0.00019973
5.75,1.75,9.75,0.125,-0.00206499,0.00261823,-0.00145734,300.668,-14.6869,2.44618,1.03757e-05,5.35817e-08,0.000180827,0.000212749
6.25,1.75,9.75,0.125,-0.00578592,0.00324182,-0.00267996,300.668,-14.6869,2.44616,1.44254e-05,8.77987e-08,0.00021331,0.000250751
6.75,1.75,9.75,0.125,-0.00899694,0.00405845,-0.00345847,300.67,-14.687,2.44607,1.90657e-05,1.33443e-07,0.000245161,0.000288394
7.25,1.75,9.75,0.125,-0.0109657,0.00410111,-0.00389721,300.674,-14.687,2.44586,2.41353e-05,1.9007e-07,0.000275824,0.000324501
7.75,1.75,9.75,0.125,-0.00997793,0.00132709,-0.00433166,300.68,-14.6869,2.44555,3.07934e-05,2.73905e-07,0.000311572,0.000366547
8.25,1.75,9.75,0.125,-0.0054824,-0.00642281,-0.00417481,300.686,-14.6868,2.44535,3.8785e-05,3.87175e-07,0.000349675,0.000411369
8.75,1.75,9.75,0.125,-0.00110969,-0.0214811,-0.00306782,300.684,-14.6867,2.44555,4.86985e-05,5.44713e-07,0.000391837,0.000460963
9.25,1.75,9.75,0.125,-0.00185545,-0.0391598,-0.00241998,300.678,-14.6866,2.44595,5.62713e-05,6.76596e-07,0.000421199,0.000495507
9.75,1.75,9.75,0.125,-0.00105268,-0.0563254,-0.00105003,300.671,-14.6865,2.44643,5.95544e-05,7.36668e-07,0.00043331,0.000509756
0.25,2.25,9.75,0.125,0.000328705,-0.0578886,-0.00018654,300.67,-19.5816,2.44652,6.12754e-05,7.68853e-07,0.000439513,0.000517054
0.75,2.25,9.75,0.125,-0.000420625,-0.0421306,-0.00211576,300.679,-19.5817,2.44589,5.98199e-05,7.41619e-07,0.000434262,0.000510876
1.25,2.25,9.75,0.125,-0.00345518,-0.0276495,-0.00291999,300.685,-19.5817,2.44541,5.50597e-05,6.54872e-07,0.000416634,0.000490133
1.75,2.25,9.75,0.125,-0.00249404,-0.0160054,-0.00417086,300.689,-19.5818,2.44508,4.84393e-05,5.40361e-07,0.000390799,0.000459732
2.25,2.25,9.75,0.125,-0.00174011,-0.00906229,-0.00524383,300.69,-19.5819,2.44489,4.18607e-05,4.34072e-07,0.000363323,0.000427389
2.75,2.25,9.75,0.125,-0.000958051,-0.00412722,-0.00556115,300.69,-19.582,2.44482,3.54097e-05,3.37615e-07,0.000334245,0.000393123
3.25,2.25,9.75,0.125,1.56582e-06,-0.00110313,-0.00507929,300.687,-19.582,2.445,2.89142e-05,2.49084e-07,0.000302079,0.000355276
3.75,2.25,9.75,0.125,-0.000118772,0.000692889,-0.00463184,300.684,-19.582,2.44517,2.32863e-05,1.80071e-07,0.000271019,0.000319068
4.25,2.25,9.75,0.125,-0.000545584,0.00171363,-0.00414374,300.682,-19.582,2.4453,1.91551e-05,1.34127e-07,0.000246202,0.000288835
4.75,2.25,9.75,0.125,-0.000587939,0.00206708,-0.00338991,300.681,-19.582,2.44537,1.72437e-05,1.14455e-07,0.000233813,0.000273616
5.25,2.25,9.75,0.125,0.000632557,0.00204742,-0.00340231,300.682,-19.582,2.44536,1.72705e-05,1.15052e-07,0.000233323,0.000274827
5.75,2.25,9.75,0.125,0.000630371,0.00167309,-0.00413421,300.682,-19.582,2.4453,1.91933e-05,1.34687e-07,0.00024616,0.000289509
6.25,2.25,9.75,0.125,0.000242026,0.000662628,-0.00460835,300.684,-19.582,2.44517,2.32404e-05,1.79472e-07,0.000270854,0.00031844
6.75,2.25,9.75,0.125,0.000116925,-0.00111219,-0.0050569,300.687,-19.582,2.445,2.87648e-05,2.47191e-07,0.000301253,0.000354281
7.25,2.25,9.75,0.125,0.00102754,-0.00408421,-0.00555072,300.69,-19.582,2.44482,3.51642e-05,3.34165e-07,0.00033303,0.000391734
7.75,2.25,9.75,0.125,0.00175856,-0.00894591,-0.00526311,300.69,-19.5819,2.44489,4.15525e-05,4.29317e-07,0.000361958,0.000425807
8.25,2.25,9.75,0.125,0.00249529,-0.015799,-0.00420427,300.689,-19.5818,2.44507,4.80947e-05,5.34619e-07,0.000389397,0.000458095
8.75,2.25,9.75,0.125,0.00348455,-0.0273764,-0.00294584,300.685,-19.5817,2.4454,5.47122e-05,6.48681e-07,0.000415317,0.00048859
9.25,2.25,9.75,0.125,0.000510391,-0.0418337,-0.00213784,300.679,-19.5817,2.44588,5.95017e-05,7.35701e-07,0.000433113,0.000509527
9.75,2.25,9.75,0.125,-0.000256718,-0.057774,-0.000252894,300.67,-19.5816,2.44651,6.1036e-05,7.64338e-07,0.00043866,0.000516054
0.25,2.75,9.75,0.125,-0.000402131,-0.05653,0.000554199,300.67,-24.4765,2.44673,6.27002e-05,7.95833e-07,0.00044459,0.000523029
0.75,2.75,9.75,0.125,-0.00220204,-0.0429442,-0.00148152,300.679,-24.4766,2.44597,6.33882e-05,8.08962e-07,0.000447024,0.000525891
1.25,2.75,9.75,0.125,-0.00671476,-0.0313133,-0.00188274,300.685,-24.4767,2.44539,6.17312e-05,7.7744e-07,0.000441149,0.000518976
1.75,2.75,9.75,0.125,-0.00747826,-0.0226424,-0.00227547,300.689,-24.4768,2.44497,5.87702e-05,7.22157e-07,0.000430452,0.000506386
2.25,2.75,9.75,0.125,-0.00810821,-0.0170558,-0.00253226,300.691,-24.4768,2.44471,5.55923e-05,6.6435e-07,0.000418672,0.000492521
2.75,2.75,9.75,0.125,-0.00745802,-0.0132557,-0.00267256,300.693,-24.4769,2.44454,5.22486e-05,6.05282e-07,0.000405914,0.000477495
3.25,2.75,9.75,0.125,-0.00618372,-0.0106896,-0.00271935,300.694,-24.4769,2.44445,4.89263e-05,5.48433e-07,0.00039283,0.000462071
3.75,2.75,9.75,0.125,-0.00439669,-0.00860099,-0.00281023,300.694,-24.4769,2.44441,4.54972e-05,4.91792e-07,0.000378819,0.000445628
4.25,2.75,9.75,0.125,-0.00237632,-0.0074047,-0.00302762,300.694,-24.4769,2.44441,4.23909e-05,4.42252e-07,0.000365694,0.000430143
4.75,2.75,9.75,0.125,-0.000694485,-0.00695803,-0.00344163,300.693,-24.4769,2.44446,3.95942e-05,3.99184e-07,0.000353454,0.000415684
5.25,2.75,9.75,0.125,0.000795992,-0.00699415,-0.00344314,300.693,-24.4769,2.44446,3.95861e-05,3.99149e-07,0.000353341,0.000415678
5.75,2.75,9.75,0.125,0.00247127,-0.00743883,-0.00303504,300.694,-24.4769,2.44442,4.23121e-05,4.41096e-07,0.00036529,0.000429726
6.25,2.75,9.75,0.125,0.00448122,-0.00859379,-0.0028143,300.694,-24.4769,2.44441,4.53511e-05,4.89482e-07,0.000378166,0.000444869
6.75,2.75,9.75,0.125,0.00625474,-0.0106405,-0.00272279,300.694,-24.4769,2.44446,4.87211e-05,5.45065e-07,0.000391947,0.000461087
7.25,2.75,9.75,0.125,0.00751983,-0.0131723,-0.00268197,300.693,-24.4769,2.44454,5.19976e-05,6.00985e-07,0.000404899,0.000476329
7.75,2.75,9.75,0.125,0.00816122,-0.0169313,-0.00254532,300.691,-24.4768,2.44471,5.5301e-05,6.59174e-07,0.00041755,0.000491216
8.25,2.75,9.75,0.125,0.00753192,-0.0224691,-0.00229519,300.689,-24.4768,2.44497,5.84554e-05,7.16383e-07,0.000429286,0.000505026
8.75,2.75,9.75,0.125,0.00677518,-0.0310928,-0.00190071,300.685,-24.4767,2.44538,6.14128e-05,7.71437e-07,0.000440007,0.00051764
9.25,2.75,9.75,0.125,0.00230232,-0.0427153,-0.00150291,300.679,-24.4766,2.44596,6.30947e-05,8.03344e-07,0.000445991,0.000524681
9.75,2.75,9.75,0.125,0.000476289,-0.0564071,0.000480746,300.67,-24.4765,2.44673,6.24532e-05,7.91124e-07,0.000443719,0.000522007
0.25,3.25,9.75,0.125,-0.00135686,-0.0532287,0.00150271,300.67,-29.3713,2.44711,6.43395e-05,8.27252e-07,0.00045036,0.000529819
0.75,3.25,9.75,0.125,-0.00387983,-0.0420582,-0.000211269,300.678,-29.3715,2.44617,6.7305e-05,8.85099e-07,0.000460623,0.000541892
1.25,3.25,9.75,0.125,-0.00947817,-0.033337,3.35454e-05,300.684,-29.3716,2.44549,6.8708e-05,9.12911e-07,0.000465402,0.000547512
1.75,3.25,9.75,0.125,-0.0109386,-0.0274239,0.000468882,300.688,-29.3717,2.44498,6.89555e-05,9.17835e-07,0.000466247,0.000548503
2.25,3.25,9.75,0.125,-0.0116775,-0.0236923,0.00101136,300.691,-29.3717,2.44464,6.8637e-05,9.11463e-07,0.000465179,0.000547244
2.75,3.25,9.75,0.125,-0.0106798,-0.0211131,0.00154344,300.693,-29.3718,2.4444,6.75777e-05,8.90422e-07,0.000461588,0.000543016
3.25,3.25,9.75,0.125,-0.00884022,-0.0191387,0.00192571,300.694,-29.3718,2.44425,6.5835e-05,8.5617e-07,0.000455612,0.000535975
3.75,3.25,9.75,0.125,-0.00631208,-0.0174406,0.00209655,300.695,-29.3718,2.44416,6.33786e-05,8.08682e-07,0.000447044,0.000525892
4.25,3.25,9.75,0.125,-0.00327292,-0.0162917,0.00189192,300.695,-29.3718,2.44415,6.02663e-05,7.49841e-07,0.000435936,0.000512834
4.75,3.25,9.75,0.125,-0.000880494,-0.015535,0.00114268,300.695,-29.3719,2.44422,5.6223e-05,6.75657e-07,0.00042106,0.000495333
5.25,3.25,9.75,0.125,0.00100074,-0.015558,0.0011312,300.695,-29.3719,2.44422,5.61516e-05,6.74428e-07,0.000420756,0.000494986
5.75,3.25,9.75,0.125,0.00336041,-0.0162991,0.00186715,300.695,-29.3718,2.44415,6.00913e-05,7.46656e-07,0.000435257,0.000512048
6.25,3.25,9.75,0.125,0.00638156,-0.0174096,0.00207648,300.695,-29.3718,2.44416,6.31599e-05,8.04586e-07,0.000446223,0.000524954
6.75,3.25,9.75,0.125,0.0089008,-0.0190753,0.00190996,300.694,-29.3718,2.44425,6.55849e-05,8.51379e-07,0.000454703,0.000534932
7.25,3.25,9.75,0.125,0.0107377,-0.021023,0.00152918,300.693,-29.3718,2.4444,6.73035e-05,8.85068e-07,0.000460618,0.000541892
7.75,3.25,9.75,0.125,0.0117348,-0.0235759,0.000999262,300.691,-29.3717,2.44464,6.8345e-05,9.05696e-07,0.000464166,0.000546067
8.25,3.25,9.75,0.125,0.0110035,-0.0272779,0.000454116,300.688,-29.3717,2.44497,6.86546e-05,9.11859e-07,0.000465215,0.000547301
8.75,3.25,9.75,0.125,0.00955076,-0.0331629,2.11536e-05,300.684,-29.3716,2.44548,6.84087e-05,9.06963e-07,0.000464382,0.000546321
9.25,3.25,9.75,0.125,0.0039808,-0.0418758,-0.000229922,300.678,-29.3715,2.44616,6.70249e-05,8.79578e-07,0.000459664,0.00054077
9.75,3.25,9.75,0.125,0.00142334,-0.0531176,0.00142799,300.67,-29.3713,2.44711,6.40874e-05,8.22388e-07,0.000449481,0.000528789
0.25,3.75,9.75,0.125,-0.00288361,-0.0469082,0.00301936,300.669,-34.266,2.44772,6.63216e-05,8.65779e-07,0.000457241,0.000537916
0.75,3.75,9.75,0.125,-0.00608842,-0.0384483,0.00192254,300.677,-34.2662,2.44657,7.1724e-05,9.73696e-07,0.000475498,0.000559394
